总价格,单价,地段,房屋户型,所在楼层,建筑面积,户型结构,装修情况
680.0,107715,"['东城', '东直门']",3室1厅1厨1卫,中楼层 ,63.13,平层,简装
410.0,70254,"['东城', '永定门']",2室1厅1厨1卫,顶层 ,58.36,平层,简装
1280.0,114276,"['东城', '广渠门']",2室1厅1厨2卫,低楼层 ,112.01,平层,精装
635.0,126369,"['东城', '建国门内']",2室1厅1厨1卫,底层 ,50.25,平层,精装
916.0,59570,"['东城', '安贞']",2室2厅1厨2卫,中楼层 ,153.77,复式,精装
637.0,121984,"['东城', '广渠门']",2室0厅1厨1卫,底层 ,52.22,平层,简装
680.0,122325,"['东城', '地安门']",2室1厅1厨1卫,高楼层 ,55.59,平层,其他
650.0,112516,"['东城', '建国门内']",2室1厅1厨1卫,高楼层 ,57.77,平层,精装
580.0,107767,"['东城', '广渠门']",2室1厅1厨1卫,顶层 ,53.82,平层,精装
1500.0,133619,"['东城', '和平里']",2室1厅1厨1卫,中楼层 ,112.26,平层,简装
720.0,79506,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,90.56,平层,精装
1210.0,167104,"['东城', '交道口']",2室1厅1厨1卫,低楼层 ,72.41,平层,精装
1470.0,159870,"['东城', '交道口']",3室1厅1厨1卫,中楼层 ,91.95,平层,简装
735.0,130181,"['东城', '安定门']",2室1厅1厨1卫,顶层 ,56.46,平层,精装
640.0,114266,"['东城', '东直门']",2室1厅1厨1卫,顶层 ,56.01,平层,精装
945.0,134769,"['东城', '交道口']",3室1厅1厨1卫,中楼层 ,70.12,平层,精装
700.0,98384,"['东城', '广渠门']",2室2厅1厨1卫,中楼层 ,71.15,平层,精装
860.0,132737,"['东城', '和平里']",2室1厅1厨1卫,高楼层 ,64.79,平层,精装
648.0,106949,"['东城', '和平里']",2室1厅1厨1卫,顶层 ,60.59,平层,简装
815.0,140712,"['东城', '灯市口']",2室1厅1厨1卫,中楼层 ,57.92,平层,简装
658.0,72237,"['东城', '永定门']",2室2厅1厨1卫,底层 ,91.09,平层,简装
930.0,104296,"['东城', '朝阳门内']",2室1厅1厨1卫,中楼层 ,89.17,平层,其他
638.0,106139,"['东城', '东直门']",2室1厅1厨1卫,高楼层 ,60.11,平层,精装
520.0,89857,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,57.87,平层,简装
1380.0,143362,"['东城', '金宝街']",2室1厅1厨1卫,低楼层 ,96.26,平层,简装
888.0,123815,"['东城', '安定门']",3室1厅1厨1卫,底层 ,71.72,平层,精装
637.0,133824,"['东城', '安定门']",2室1厅1厨1卫,低楼层 ,47.6,平层,简装
650.0,98740,"['东城', '东直门']",2室1厅1厨1卫,顶层 ,65.83,复式,其他
620.0,96319,"['东城', '安定门']",2室1厅1厨1卫,底层 ,64.37,平层,精装
637.0,99938,"['东城', '广渠门']",1室1厅1厨1卫,低楼层 ,63.74,平层,简装
680.0,96591,"['东城', '广渠门']",2室1厅1厨1卫,中楼层 ,70.4,平层,精装
790.0,138841,"['东城', '灯市口']",2室1厅1厨1卫,高楼层 ,56.9,平层,其他
895.0,105531,"['东城', '崇文门']",2室1厅1厨2卫,高楼层 ,84.81,复式,精装
1350.0,156504,"['东城', '东直门']",1室1厅1厨1卫,中楼层 ,86.26,平层,其他
750.0,130663,"['东城', '安定门']",2室1厅1厨1卫,低楼层 ,57.4,平层,简装
860.0,139407,"['东城', '安定门']",2室1厅1厨1卫,低楼层 ,61.69,平层,精装
800.0,109710,"['东城', '东直门']",3室1厅1厨1卫,顶层 ,72.92,平层,精装
1426.0,177961,"['东城', '灯市口']",3室1厅1厨1卫,低楼层 ,80.13,平层,精装
860.0,90489,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,95.04,平层,精装
559.0,134862,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,41.45,平层,精装
1260.0,99621,"['东城', '广渠门']",2室2厅1厨2卫,高楼层 ,126.48,平层,精装
610.0,94399,"['东城', '东直门']",2室1厅1厨1卫,中楼层 ,64.62,平层,简装
930.0,114518,"['东城', '东直门']",3室1厅1厨1卫,高楼层 ,81.21,平层,简装
669.0,125446,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,53.33,平层,简装
715.0,129717,"['东城', '和平里']",2室1厅1厨1卫,中楼层 ,55.12,平层,简装
900.0,107233,"['东城', '陶然亭']",1室2厅1厨1卫,中楼层 ,83.93,平层,精装
1200.0,114188,"['东城', '广渠门']",2室1厅1厨1卫,中楼层 ,105.09,平层,精装
1300.0,115607,"['东城', '和平里']",3室1厅1厨1卫,中楼层 ,112.45,平层,简装
950.0,135078,"['东城', '安定门']",3室1厅1厨1卫,中楼层 ,70.33,平层,精装
730.0,117006,"['东城', '东直门']",2室2厅1厨1卫,中楼层 ,62.39,平层,精装
823.0,130635,"['东城', '建国门内']",3室1厅1厨1卫,底层 ,63.0,错层,精装
1180.0,162826,"['东城', '交道口']",2室1厅1厨1卫,中楼层 ,72.47,平层,简装
465.0,80159,"['东城', '蒲黄榆']",2室1厅1厨1卫,中楼层 ,58.01,平层,简装
627.0,109962,"['东城', '广渠门']",2室1厅1厨1卫,顶层 ,57.02,平层,精装
960.0,103060,"['东城', '朝阳门内']",3室1厅1厨1卫,低楼层 ,93.15,平层,精装
745.0,84029,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,88.66,平层,简装
585.0,86925,"['东城', '左安门']",1室1厅1厨1卫,高楼层 ,67.3,平层,简装
575.0,102441,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,56.13,平层,其他
870.0,108846,"['东城', '崇文门']",2室1厅1厨1卫,低楼层 ,79.93,平层,简装
799.0,137333,"['东城', '和平里']",2室1厅1厨1卫,高楼层 ,58.18,平层,简装
595.0,116965,"['东城', '崇文门']",2室1厅1厨1卫,高楼层 ,50.87,平层,精装
715.0,100098,"['东城', '广渠门']",2室2厅1厨1卫,高楼层 ,71.43,平层,简装
477.0,85179,"['东城', '永定门']",2室1厅1厨1卫,中楼层 ,56.0,平层,简装
928.0,116160,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,79.89,平层,精装
890.0,94330,"['东城', '朝阳门外']",1室1厅1厨1卫,中楼层 ,94.35,平层,精装
709.0,94483,"['东城', '左安门']",3室1厅1厨1卫,顶层 ,75.04,平层,精装
678.0,124610,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,54.41,平层,其他
525.0,109879,"['东城', '广渠门']",2室1厅1厨1卫,中楼层 ,47.78,平层,精装
1350.0,120257,"['东城', '和平里']",2室1厅1厨2卫,低楼层 ,112.26,平层,精装
549.0,88563,"['东城', '东直门']",2室1厅1厨1卫,低楼层 ,61.99,平层,精装
950.0,99010,"['东城', '东花市']",3室1厅1厨1卫,高楼层 ,95.95,平层,精装
885.0,91540,"['东城', '安定门']",3室2厅1厨1卫,低楼层 ,96.68,平层,简装
658.0,105669,"['东城', '安定门']",2室1厅1厨1卫,中楼层 ,62.27,平层,精装
896.0,76288,"['东城', '安定门']",2室1厅1厨1卫,低楼层 ,117.45,平层,精装
835.0,112021,"['东城', '东直门']",2室1厅1厨1卫,中楼层 ,74.54,平层,精装
565.0,99789,"['东城', '崇文门']",2室1厅1厨1卫,低楼层 ,56.62,平层,精装
679.0,102213,"['东城', '东直门']",2室1厅1厨1卫,中楼层 ,66.43,平层,简装
730.0,101743,"['东城', '东直门']",3室1厅1厨1卫,顶层 ,71.75,平层,简装
772.0,112932,"['东城', '朝阳门内']",2室1厅1厨1卫,底层 ,68.36,平层,简装
1115.0,99138,"['东城', '左安门']",3室2厅1厨1卫,中楼层 ,112.47,平层,精装
848.0,113979,"['东城', '和平里']",3室2厅1厨1卫,中楼层 ,74.4,平层,简装
475.0,77844,"['东城', '永定门']",1室1厅1厨1卫,高楼层 ,61.02,平层,简装
715.0,126259,"['东城', '安贞']",2室1厅1厨1卫,中楼层 ,56.63,平层,其他
550.0,110910,"['东城', '永定门']",2室1厅1厨1卫,底层 ,49.59,平层,其他
815.0,122281,"['东城', '安定门']",3室1厅1厨1卫,中楼层 ,66.65,平层,精装
765.0,84512,"['东城', '永定门']",2室1厅1厨1卫,高楼层 ,90.52,平层,精装
1100.0,115814,"['东城', '朝阳门内']",3室1厅1厨1卫,中楼层 ,94.98,平层,精装
650.0,121224,"['东城', '安定门']",2室1厅1厨1卫,底层 ,53.62,平层,其他
413.0,84614,"['东城', '天坛']",2室1厅1厨1卫,中楼层 ,48.81,平层,简装
1030.0,120935,"['东城', '朝阳门内']",3室1厅1厨1卫,高楼层 ,85.17,平层,精装
965.0,126425,"['东城', '崇文门']",2室1厅1厨1卫,低楼层 ,76.33,平层,精装
910.0,105434,"['东城', '建国门内']",3室1厅1厨1卫,中楼层 ,86.31,平层,简装
698.0,84936,"['东城', '蒲黄榆']",3室1厅1厨1卫,中楼层 ,82.18,平层,简装
1130.0,115377,"['东城', '东直门']",3室1厅1厨1卫,底层 ,97.94,平层,其他
590.0,94521,"['东城', '永定门']",1室1厅1厨1卫,低楼层 ,62.42,平层,精装
1150.0,128838,"['东城', '安贞']",2室1厅1厨1卫,低楼层 ,89.26,平层,其他
510.0,86164,"['东城', '前门']",2室1厅1厨1卫,低楼层 ,59.19,平层,简装
769.0,124858,"['东城', '东花市']",1室1厅1厨1卫,低楼层 ,61.59,平层,精装
1200.0,101584,"['东城', '朝阳门内']",4室2厅1厨2卫,顶层 ,118.13,复式,简装
759.0,102278,"['东城', '安定门']",1室1厅1厨1卫,高楼层 ,74.21,平层,简装
1050.0,128914,"['东城', '交道口']",3室1厅1厨1卫,低楼层 ,81.45,平层,简装
1950.0,127911,"['东城', '朝阳门内']",4室1厅1厨2卫,顶层 ,152.45,复式,简装
3050.0,119735,"['东城', '东直门']",3室1厅1厨4卫,顶层 ,254.73,平层,简装
3400.0,147923,"['东城', '建国门内']",4室2厅1厨3卫,低楼层 ,229.85,平层,精装
1220.0,84623,"['东城', '东直门']",3室1厅1厨2卫,顶层 ,144.17,复式,简装
3299.0,143529,"['东城', '建国门内']",4室2厅1厨3卫,低楼层 ,229.85,平层,精装
3850.0,109354,"['东城', '建国门内']",4室2厅1厨3卫,高楼层 ,352.07,平层,其他
1650.0,109927,"['东城', '建国门内']",3室1厅1厨2卫,中楼层 ,150.1,平层,精装
899.0,97001,"['东城', '和平里']",3室2厅1厨2卫,顶层 ,92.68,跃层,其他
1198.0,103508,"['东城', '广渠门']",2室1厅1厨2卫,底层 ,115.74,平层,精装
1150.0,88374,"['东城', '崇文门']",3室2厅1厨2卫,高楼层 ,130.13,复式,其他
1499.0,113364,"['东城', '建国门内']",2室1厅2厨2卫,低楼层 ,132.23,平层,精装
2050.0,128406,"['东城', '朝阳门内']",4室2厅1厨2卫,高楼层 ,159.65,复式,其他
4150.0,132048,"['东城', '建国门内']",4室2厅1厨4卫,高楼层 ,314.28,平层,精装
1820.0,140780,"['东城', '东花市']",3室1厅1厨2卫,底层 ,129.28,平层,精装
760.0,66036,"['东城', '广渠门']",3室1厅1厨1卫,地下室 ,115.09,平层,精装
1100.0,84105,"['东城', '永定门']",3室2厅1厨2卫,底层 ,130.79,平层,简装
1849.0,95848,"['东城', '永定门']",4室2厅1厨3卫,低楼层 ,192.91,平层,精装
1428.0,89211,"['东城', '永定门']",3室2厅1厨2卫,中楼层 ,160.07,平层,精装
1150.0,79065,"['东城', '东花市']",3室3厅1厨2卫,顶层 ,145.45,复式,其他
750.0,99602,"['东城', '崇文门']",2室1厅1厨1卫,高楼层 ,75.3,平层,其他
1628.0,135261,"['东城', '广渠门']",3室1厅1厨2卫,低楼层 ,120.36,平层,其他
1450.0,148779,"['东城', '金宝街']",3室1厅1厨1卫,中楼层 ,97.46,平层,其他
4240.0,89473,"['东城', '东单']",5室2厅1厨4卫,中楼层 ,473.89,复式,精装
925.0,125817,"['东城', '东花市']",3室1厅1厨1卫,顶层 ,73.52,复式,简装
885.0,99027,"['东城', '东直门']",3室1厅1厨1卫,中楼层 ,89.37,平层,精装
1650.0,101664,"['东城', '工体']",2室2厅1厨2卫,低楼层 ,162.3,平层,简装
1932.0,89894,"['东城', '建国门内']",5室3厅2厨7卫,顶层 ,214.92,复式,精装
1260.0,73953,"['东城', '工体']",3室2厅1厨2卫,高楼层 ,170.38,平层,简装
3850.0,109220,"['东城', '东直门']",5室2厅1厨3卫,低楼层 ,352.5,平层,精装
1346.0,92611,"['东城', '工体']",3室1厅1厨2卫,低楼层 ,145.34,平层,简装
1780.0,88943,"['东城', '东直门']",3室1厅1厨2卫,中楼层 ,200.13,平层,精装
4680.0,101912,"['东城', '建国门内']",5室3厅1厨5卫,高楼层 ,459.22,复式,精装
2450.0,124619,"['东城', '东直门']",3室2厅1厨3卫,中楼层 ,196.6,平层,精装
1226.0,110830,"['东城', '崇文门']",3室2厅1厨1卫,高楼层 ,110.62,平层,其他
740.0,96142,"['东城', '东直门']",3室1厅1厨1卫,底层 ,76.97,平层,简装
1260.0,137166,"['东城', '陶然亭']",2室2厅1厨1卫,高楼层 ,91.86,平层,精装
1010.0,112185,"['东城', '崇文门']",3室1厅1厨1卫,底层 ,90.03,平层,其他
3900.0,110120,"['东城', '崇文门']",6室2厅1厨4卫,高楼层 ,354.16,复式,精装
1340.0,114992,"['东城', '广渠门']",3室2厅1厨2卫,高楼层 ,116.53,复式,精装
889.0,114548,"['东城', '东直门']",3室2厅1厨2卫,中楼层 ,77.61,复式,简装
1690.0,117012,"['东城', '广渠门']",3室2厅1厨2卫,高楼层 ,144.43,平层,精装
1550.0,86753,"['东城', '永定门']",5室2厅1厨2卫,顶层 ,178.67,复式,简装
2000.0,65495,"['东城', '广渠门']",4室2厅1厨3卫,底层 ,305.37,平层,精装
1260.0,100849,"['东城', '安贞']",3室2厅1厨2卫,底层 ,124.94,平层,简装
2050.0,118786,"['东城', '东花市']",3室2厅1厨2卫,低楼层 ,172.58,平层,简装
2480.0,150194,"['东城', '东花市']",3室2厅1厨2卫,高楼层 ,165.12,复式,其他
600.0,109590,"['东城', '东花市']",1室1厅1厨1卫,底层 ,54.75,平层,简装
1286.0,97086,"['东城', '工体']",2室2厅1厨2卫,中楼层 ,132.46,平层,精装
1899.0,140189,"['东城', '东花市']",5室2厅1厨1卫,高楼层 ,135.46,平层,其他
2900.0,135838,"['东城', '广渠门']",4室2厅1厨2卫,顶层 ,213.49,复式,精装
2300.0,116817,"['东城', '广渠门']",3室2厅1厨2卫,中楼层 ,196.89,平层,精装
1230.0,99822,"['东城', '广渠门']",3室2厅1厨2卫,中楼层 ,123.22,平层,精装
2000.0,112467,"['东城', '安定门']",5室3厅1厨2卫,顶层 ,177.83,复式,精装
1900.0,72658,"['东城', '东花市']",6室2厅1厨4卫,底层 ,261.5,复式,简装
1860.0,140019,"['东城', '东花市']",3室2厅1厨2卫,底层 ,132.84,平层,精装
